grid_id,x,y,mean_activity,median_activity,std_activity,min_activity,max_activity,valid_days,zero_activity_days,zero_activity_ratio,activity_class,mean_inflow,median_inflow,std_inflow,min_inflow,max_inflow,zero_inflow_days,zero_inflow_ratio,inflow_active_days,inflow_active_ratio,pre_activity_mean,pre_activity_median,pre_activity_std,pre_days,pre_mean_inflow,pre_median_inflow,pre_std_inflow,pre_active_days,pre_active_ratio,baseline_class,january_activity_mean,january_activity_median,january_activity_std,january_days,january_mean_inflow,january_median_inflow,january_std_inflow,post_activity_mean,post_activity_median,post_activity_std,post_days,post_mean_inflow,post_median_inflow,post_std_inflow,impact_change,impact_ratio,impact_class,impact_magnitude,affected_by_earthquake,inflow_change,inflow_impact_ratio,activity_loss,activity_recovered,inflow_loss,inflow_recovered,recovery_ratio,inflow_recovery_ratio,recovery_status,baseline_classification,final_class,classification_reason
1_39,39,1,0.0040638989866817,0.0,0.0694439363256027,0.0,1.1866585041110838,292,291,0.9965753424657534,LowActivity,0.0040638989866817,0.0,0.0694439363256027,0.0,1.1866585041110838,291,0.9965753424657534,1,0.0034246575342465,0.0219751574835385,0.0,0.1614837685559182,54,0.0219751574835385,0.0,0.1614837685559182,1,0.0185185185185185,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,210,0.0,0.0,0.0,-0.0219751574835385,,InsufficientBaseline,0.0219751574835385,False,-0.0219751574835385,,0.0219751574835385,0.0,0.0219751574835385,0.0,,,InsufficientBaseline,InsufficientBaseline,Persistent Zero,Baseline insufficient; January inflow = 0 and Post inflow = 0
2_39,39,2,0.0036828886530781,0.0,0.0629332288909748,0.0,1.0754034866988291,292,291,0.9965753424657534,LowActivity,0.0036828886530781,0.0,0.0629332288909748,0.0,1.0754034866988291,291,0.9965753424657534,1,0.0034246575342465,0.0199148793833116,0.0,0.1463438783345582,54,0.0199148793833116,0.0,0.1463438783345582,1,0.0185185185185185,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,210,0.0,0.0,0.0,-0.0199148793833116,,InsufficientBaseline,0.0199148793833116,False,-0.0199148793833116,,0.0199148793833116,0.0,0.0199148793833116,0.0,,,InsufficientBaseline,InsufficientBaseline,Persistent Zero,Baseline insufficient; January inflow = 0 and Post inflow = 0
6_72,72,6,0.0076080192279188,0.0,0.1300058895555732,0.0,2.2215416145523097,292,291,0.9965753424657534,LowActivity,0.0076080192279188,0.0,0.1300058895555732,0.0,2.2215416145523097,291,0.9965753424657534,1,0.0034246575342465,0.0411396595287464,0.0,0.3023135221117702,54,0.0411396595287464,0.0,0.3023135221117702,1,0.0185185185185185,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,210,0.0,0.0,0.0,-0.0411396595287464,,InsufficientBaseline,0.0411396595287464,False,-0.0411396595287464,,0.0411396595287464,0.0,0.0411396595287464,0.0,,,InsufficientBaseline,InsufficientBaseline,Persistent Zero,Baseline insufficient; January inflow = 0 and Post inflow = 0
7_49,49,7,0.004366310776028,0.0,0.0746115512472087,0.0,1.2749627466002045,292,291,0.9965753424657534,LowActivity,0.004366310776028,0.0,0.0746115512472087,0.0,1.2749627466002045,291,0.9965753424657534,1,0.0034246575342465,0.0236104212333371,0.0,0.1735004539015482,54,0.0236104212333371,0.0,0.1735004539015482,1,0.0185185185185185,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,210,0.0,0.0,0.0,-0.0236104212333371,,InsufficientBaseline,0.0236104212333371,False,-0.0236104212333371,,0.0236104212333371,0.0,0.0236104212333371,0.0,,,InsufficientBaseline,InsufficientBaseline,Persistent Zero,Baseline insufficient; January inflow = 0 and Post inflow = 0
7_50,50,7,0.0059633664901908,0.0,0.101902051253783,0.0,1.7413030151357236,292,291,0.9965753424657534,LowActivity,0.0059633664901908,0.0,0.101902051253783,0.0,1.7413030151357236,291,0.9965753424657534,1,0.0034246575342465,0.032246352132143,0.0,0.2369613263695764,54,0.032246352132143,0.0,0.2369613263695764,1,0.0185185185185185,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,210,0.0,0.0,0.0,-0.032246352132143,,InsufficientBaseline,0.032246352132143,False,-0.032246352132143,,0.032246352132143,0.0,0.032246352132143,0.0,,,InsufficientBaseline,InsufficientBaseline,Persistent Zero,Baseline insufficient; January inflow = 0 and Post inflow = 0
7_74,74,7,0.0039120778778753,0.0,0.0668496160810811,0.0,1.142326740339593,292,291,0.9965753424657534,LowActivity,0.0039120778778753,0.0,0.0668496160810811,0.0,1.142326740339593,291,0.9965753424657534,1,0.0034246575342465,0.0211541988951776,0.0,0.1554509796315986,54,0.0211541988951776,0.0,0.1554509796315986,1,0.0185185185185185,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,210,0.0,0.0,0.0,-0.0211541988951776,,InsufficientBaseline,0.0211541988951776,False,-0.0211541988951776,,0.0211541988951776,0.0,0.0211541988951776,0.0,,,InsufficientBaseline,InsufficientBaseline,Persistent Zero,Baseline insufficient; January inflow = 0 and Post inflow = 0
7_88,88,7,0.0033321529563712,0.0,0.056939854678413,0.0,0.972988663260394,292,291,0.9965753424657534,LowActivity,0.0033321529563712,0.0,0.056939854678413,0.0,0.972988663260394,291,0.9965753424657534,1,0.0034246575342465,0.0180183085788961,0.0,0.132406986138925,54,0.0180183085788961,0.0,0.132406986138925,1,0.0185185185185185,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,210,0.0,0.0,0.0,-0.0180183085788961,,InsufficientBaseline,0.0180183085788961,False,-0.0180183085788961,,0.0180183085788961,0.0,0.0180183085788961,0.0,,,InsufficientBaseline,InsufficientBaseline,Persistent Zero,Baseline insufficient; January inflow = 0 and Post inflow = 0
8_53,53,8,0.0100617642356435,0.0,0.1254302574544576,0.0,1.8509643193939875,292,290,0.9931506849315068,LowActivity,0.0100617642356435,0.0,0.1254302574544576,0.0,1.8509643193939875,290,0.9931506849315068,2,0.0068493150684931,0.0544080584594058,0.0,0.2896953223405606,54,0.0544080584594058,0.0,0.2896953223405606,2,0.037037037037037,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,210,0.0,0.0,0.0,-0.0544080584594058,,InsufficientBaseline,0.0544080584594058,False,-0.0544080584594058,,0.0544080584594058,0.0,0.0544080584594058,0.0,,,InsufficientBaseline,InsufficientBaseline,Persistent Zero,Baseline insufficient; January inflow = 0 and Post inflow = 0
9_8,8,9,0.0053423854400505,0.0,0.0912907224174439,0.0,1.5599765484947683,292,291,0.9965753424657534,LowActivity,0.0053423854400505,0.0,0.0912907224174439,0.0,1.5599765484947683,291,0.9965753424657534,1,0.0034246575342465,0.0288884546017549,0.0,0.2122859196955688,54,0.0288884546017549,0.0,0.2122859196955688,1,0.0185185185185185,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,210,0.0,0.0,0.0,-0.0288884546017549,,InsufficientBaseline,0.0288884546017549,False,-0.0288884546017549,,0.0288884546017549,0.0,0.0288884546017549,0.0,,,InsufficientBaseline,InsufficientBaseline,Persistent Zero,Baseline insufficient; January inflow = 0 and Post inflow = 0
9_37,37,9,0.0044025572355719,0.0,0.0752309310194029,0.0,1.2855467127870073,292,291,0.9965753424657534,LowActivity,0.0044025572355719,0.0,0.0752309310194029,0.0,1.2855467127870073,291,0.9965753424657534,1,0.0034246575342465,0.0238064206071668,0.0,0.1749407492689114,54,0.0238064206071668,0.0,0.1749407492689114,1,0.0185185185185185,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,210,0.0,0.0,0.0,-0.0238064206071668,,InsufficientBaseline,0.0238064206071668,False,-0.0238064206071668,,0.0238064206071668,0.0,0.0238064206071668,0.0,,,InsufficientBaseline,InsufficientBaseline,Persistent Zero,Baseline insufficient; January inflow = 0 and Post inflow = 0
