grid_id,x,y,mean_activity,median_activity,std_activity,min_activity,max_activity,valid_days,zero_activity_days,zero_activity_ratio,activity_class,mean_inflow,median_inflow,std_inflow,min_inflow,max_inflow,zero_inflow_days,zero_inflow_ratio,inflow_active_days,inflow_active_ratio,pre_activity_mean,pre_activity_median,pre_activity_std,pre_days,pre_mean_inflow,pre_median_inflow,pre_std_inflow,pre_active_days,pre_active_ratio,baseline_class,january_activity_mean,january_activity_median,january_activity_std,january_days,january_mean_inflow,january_median_inflow,january_std_inflow,post_activity_mean,post_activity_median,post_activity_std,post_days,post_mean_inflow,post_median_inflow,post_std_inflow,impact_change,impact_ratio,impact_class,impact_magnitude,affected_by_earthquake,inflow_change,inflow_impact_ratio,activity_loss,activity_recovered,inflow_loss,inflow_recovered,recovery_ratio,inflow_recovery_ratio,recovery_status,baseline_classification,final_class,classification_reason
1_5,5,1,3.0040691427567605,2.8699296736868773,2.0954847319421828,0.0,11.187738438079467,292,41,0.1404109589041096,Active,2.98728944615747,2.8357227980183666,2.1016998744915667,0.0,11.187738438079467,41,0.1404109589041096,251,0.8595890410958904,2.524381375969168,2.434414116028954,1.8245855001665297,54,2.524381375969168,2.434414116028954,1.8245855001665297,43,0.7962962962962963,SufficientBaseline,2.354308145394448,1.75094672864202,1.6661258975762463,28,2.337803764105349,1.75094672864202,1.6488354115760993,3.214052225293307,3.0693048417611606,2.1796106665375543,210,3.192921040860459,3.041093840634413,2.190976903718067,-0.1865776118638189,-0.0739102314887692,Stable,0.1865776118638189,False,-0.1865776118638189,-0.0739102314887692,0.1865776118638189,0.8551172767551103,0.1865776118638189,0.8551172767551103,,,NotDecreased,SufficientBaseline,Stable,Baseline sufficient; January inflow changed within ±20%
1_6,6,1,131.685957165179,130.46782502284708,23.748633731885604,91.7643695776219,474.0374089370195,292,0,0.0,Active,131.86071577447342,130.7767514036575,23.771033328333303,91.7643695776219,474.2034853386091,0,0.0,292,1.0,140.52065336098073,141.98048169086883,13.294670354026692,54,140.79999271779698,141.40311737206193,13.280563388167236,54,1.0,SufficientBaseline,136.59062110282605,138.21728953508438,9.525826872125604,28,136.75250509786267,138.4755807573626,9.590411585373262,128.76022295171515,127.70640413774204,26.395925797282004,210,128.90980598402405,128.10344141619203,26.411181090608817,-4.047487619934316,-0.0287463624238008,Stable,4.047487619934316,False,-4.047487619934316,-0.0287463624238008,4.047487619934316,-7.84269911383862,4.047487619934316,-7.84269911383862,-1.9376709332506603,-1.9376709332506603,Calculated,SufficientBaseline,Stable,Baseline sufficient; January inflow changed within ±20%
1_7,7,1,220.97247154667212,220.5292951436952,16.337106651077633,181.5551191471729,311.96915785976995,292,0,0.0,Active,220.66990794782703,220.0759200004196,16.40388368567701,180.58423615708105,311.73141273108547,0,0.0,292,1.0,222.0723435750867,222.70631918408944,14.42340293735256,54,221.59497014854935,221.936252609224,14.523351361653322,54,1.0,SufficientBaseline,223.59826057308237,223.8203915120555,12.236438172089168,28,222.73356304164025,223.6425908967546,12.039564100311871,220.3395421072728,219.704097979841,17.25923229992019,210,220.15688079799,219.5339087757496,17.360635712427637,1.1385928930908449,0.0051381711973316,Stable,1.1385928930908449,False,1.1385928930908449,0.0051381711973316,-1.1385928930908449,-2.5766822436502537,-1.1385928930908449,-2.5766822436502537,,,NotDecreased,SufficientBaseline,Stable,Baseline sufficient; January inflow changed within ±20%
1_8,8,1,81.25910643429145,80.66930884382808,9.252863150041977,54.30430597415669,118.25192774980589,292,0,0.0,Active,81.41079870485888,80.56379328086085,9.3673054893463,55.36701254899342,119.47416989709068,0,0.0,292,1.0,81.0909072992981,81.37532532254045,9.523997344506704,54,81.19213389294663,80.98848293906872,9.72370834067094,54,1.0,SufficientBaseline,85.8967065682879,85.38298644032952,6.800291328062494,28,85.9795969457307,85.78975740056765,7.024388676619319,80.68401095589974,80.18641272198104,9.327862113807614,210,80.85785370056769,80.01387379554477,9.418381566468064,4.7874630527840765,0.0589646166843753,Stable,4.7874630527840765,False,4.7874630527840765,0.0589646166843753,-4.7874630527840765,-5.121743245163017,-4.7874630527840765,-5.121743245163017,,,NotDecreased,SufficientBaseline,Stable,Baseline sufficient; January inflow changed within ±20%
1_9,9,1,151.7764709323903,151.72750863722638,11.41158176634323,123.26190377320538,186.7701241257236,292,0,0.0,Active,151.98498630636956,152.2352129713903,11.5284290998895,122.4477564563414,187.49572678355463,0,0.0,292,1.0,154.70774181007795,152.9756416414928,11.470337664702756,54,154.88878385138673,153.32187250634917,11.696723252453086,54,1.0,SufficientBaseline,152.60714634607143,152.83039623724363,13.35422271625904,28,152.79895671393692,153.0881137425568,13.375939376803172,150.9119588420179,150.93858596684623,11.038599926386071,210,151.12976612140383,151.82325241959228,11.146255450299572,-2.0898271374498165,-0.0134924368665388,Stable,2.0898271374498165,False,-2.0898271374498165,-0.0134924368665388,2.0898271374498165,-1.6691905925330843,2.0898271374498165,-1.6691905925330843,-0.7987218476691673,-0.7987218476691673,Calculated,SufficientBaseline,Stable,Baseline sufficient; January inflow changed within ±20%
1_10,10,1,259.0356433015487,259.0922824773123,16.425581637729664,215.242163266578,306.68156070639145,292,0,0.0,Active,258.6270801785045,258.623297741687,16.506707045256945,215.34935557896176,306.4883146063874,0,0.0,292,1.0,265.5336910793897,266.4882824835104,14.374940082836346,54,265.2964912807174,265.56299238512145,14.45779918949558,54,1.0,SufficientBaseline,274.5213742596845,275.46961288310104,12.984958585839388,28,274.28484487954285,275.8822760707862,13.058571408224314,255.2999526023524,256.2362864061363,15.633670022729715,210,254.82438679208275,255.1910858052827,15.667472492298296,8.988353598825427,0.0338804088792663,Stable,8.988353598825427,False,8.988353598825427,0.0338804088792663,-8.988353598825427,-19.460458087460097,-8.988353598825427,-19.460458087460097,,,NotDecreased,SufficientBaseline,Stable,Baseline sufficient; January inflow changed within ±20%
1_11,11,1,111.75106008494755,111.14341197986506,11.23333553368262,81.98509248624234,144.34399428555366,292,0,0.0,Active,111.6877910166804,110.98605463403236,11.254295256075135,81.19626863294302,143.83097847387643,0,0.0,292,1.0,111.17780334312828,111.62306974166034,9.994070620496291,54,111.07560915756495,111.2969518973374,10.029297541098227,54,1.0,SufficientBaseline,112.46601264476404,113.44127837114992,12.99043488573875,28,112.26436331756044,113.11188673440958,12.933871101668018,111.80314195343986,111.0077881548831,11.331884463844675,210,111.76833290224036,110.70520350190915,11.361630999081685,1.1887541599954972,0.0107022069832559,Stable,1.1887541599954972,False,1.1887541599954972,0.0107022069832559,-1.1887541599954972,-0.4960304153200781,-1.1887541599954972,-0.4960304153200781,,,NotDecreased,SufficientBaseline,Stable,Baseline sufficient; January inflow changed within ±20%
1_12,12,1,16.155487086715613,16.079779256899364,3.8937090469967046,6.272712415724069,30.03374827234104,292,0,0.0,Active,16.157551631725433,16.079779256899364,3.9064572560645696,6.272712415724069,30.03374827234104,0,0.0,292,1.0,15.255422558365678,15.259918060113094,3.5451328916242884,54,15.263398552991314,15.223507418621326,3.5697808695532407,54,1.0,SufficientBaseline,16.996393866488358,17.198563586918226,3.5517981765322038,28,16.965224907642586,17.198563586918226,3.5875118260437566,16.274811347178755,16.13939192520608,3.996764218850913,210,16.279786938991915,16.13939192520608,4.005563642080588,1.7018263546512724,0.1114972100573072,Stable,1.7018263546512724,False,1.7018263546512724,0.1114972100573072,-1.7018263546512724,-0.6854379686506711,-1.7018263546512724,-0.6854379686506711,,,NotDecreased,SufficientBaseline,Stable,Baseline sufficient; January inflow changed within ±20%
1_13,13,1,21.00939506448951,20.56913326097325,4.745587421958183,6.084769172099777,35.41961939425881,292,0,0.0,Active,21.00939506448951,20.56913326097325,4.745587421958183,6.084769172099777,35.41961939425881,0,0.0,292,1.0,21.162079646019915,20.49123542328114,4.200430505020839,54,21.162079646019915,20.49123542328114,4.200430505020839,54,1.0,SufficientBaseline,20.516659083893924,20.92150354958408,5.104265408746986,28,20.516659083893924,20.92150354958408,5.104265408746986,21.0358314456992,20.56913326097325,4.845327255743617,210,21.0358314456992,20.56913326097325,4.845327255743617,-0.6454205621259916,-0.0304989194314548,Stable,0.6454205621259916,False,-0.6454205621259916,-0.0304989194314548,0.6454205621259916,0.5191723618052784,0.6454205621259916,0.5191723618052784,,,NotDecreased,SufficientBaseline,Stable,Baseline sufficient; January inflow changed within ±20%
1_14,14,1,5.368470714817075,5.09811151516182,2.60840798703139,0.0,16.430569351791306,292,5,0.0171232876712328,Active,5.368470714817075,5.09811151516182,2.60840798703139,0.0,16.430569351791306,5,0.0171232876712328,287,0.9828767123287672,6.236993609947539,5.663304294929809,2.7938929449327703,54,6.236993609947539,5.663304294929809,2.7938929449327703,54,1.0,SufficientBaseline,5.53510775346003,5.513006205794458,1.7060376122299772,28,5.53510775346003,5.513006205794458,1.7060376122299772,5.122917984250182,4.925142105815322,2.61888182224877,210,5.122917984250182,4.925142105815322,2.61888182224877,-0.7018858564875083,-0.1125359268234703,Stable,0.7018858564875083,False,-0.7018858564875083,-0.1125359268234703,0.7018858564875083,-0.4121897692098484,0.7018858564875083,-0.4121897692098484,,,NotDecreased,SufficientBaseline,Stable,Baseline sufficient; January inflow changed within ±20%
