grid_id,x,y,mean_activity,median_activity,std_activity,min_activity,max_activity,valid_days,zero_activity_days,zero_activity_ratio,activity_class,mean_inflow,median_inflow,std_inflow,min_inflow,max_inflow,zero_inflow_days,zero_inflow_ratio,inflow_active_days,inflow_active_ratio,pre_activity_mean,pre_activity_median,pre_activity_std,pre_days,pre_mean_inflow,pre_median_inflow,pre_std_inflow,pre_active_days,pre_active_ratio,baseline_class,january_activity_mean,january_activity_median,january_activity_std,january_days,january_mean_inflow,january_median_inflow,january_std_inflow,post_activity_mean,post_activity_median,post_activity_std,post_days,post_mean_inflow,post_median_inflow,post_std_inflow,impact_change,impact_ratio,impact_class,impact_magnitude,affected_by_earthquake,inflow_change,inflow_impact_ratio,activity_loss,activity_recovered,inflow_loss,inflow_recovered,recovery_ratio,inflow_recovery_ratio,recovery_status,baseline_classification,final_class,classification_reason
1_76,76,1,9.974108209380208,9.163945055617852,4.905882620147838,0.0,25.59807175059671,292,1,0.0034246575342465,Active,9.974108209380208,9.163945055617852,4.905882620147838,0.0,25.59807175059671,1,0.0034246575342465,291,0.9965753424657534,8.173453066082137,6.888472344947655,4.5164494445998935,54,8.173453066082137,6.888472344947655,4.5164494445998935,53,0.9814814814814816,SufficientBaseline,10.37939016292357,10.292725847431168,2.97488905315832,28,10.37939016292357,10.292725847431168,2.97488905315832,10.383096223851076,9.371980099962403,5.11533154639432,210,10.383096223851076,9.371980099962403,5.11533154639432,2.205937096841433,0.2698904708947973,Increase,2.205937096841433,False,2.205937096841433,0.2698904708947973,-2.205937096841433,0.0037060609275041,-2.205937096841433,0.0037060609275041,,,NotDecreased,SufficientBaseline,Persistent Increase,Baseline sufficient; January inflow increased >= 20%; Post remains at or above January
2_60,60,2,2.034477116904963,1.7733171674331627,1.546148007546888,0.0,7.490155315148543,292,60,0.2054794520547945,Active,2.034477116904963,1.7733171674331627,1.546148007546888,0.0,7.490155315148543,60,0.2054794520547945,232,0.7945205479452054,1.472033685588399,1.218681265995924,1.5337889939527216,54,1.472033685588399,1.218681265995924,1.5337889939527216,34,0.6296296296296297,SufficientBaseline,1.8008166382328437,1.4264864275951816,1.5238656590985862,28,1.8008166382328437,1.4264864275951816,1.5238656590985862,2.210260158304552,2.0456074250923515,1.5204748111802528,210,2.210260158304552,2.0456074250923515,1.5204748111802528,0.3287829526444445,0.2233528728746611,Increase,0.3287829526444445,False,0.3287829526444445,0.2233528728746611,-0.3287829526444445,0.4094435200717083,-0.3287829526444445,0.4094435200717083,,,NotDecreased,SufficientBaseline,Persistent Increase,Baseline sufficient; January inflow increased >= 20%; Post remains at or above January
4_19,19,4,4.225226969263924,3.911069796750942,2.1726360142161694,0.0,12.525949821138244,292,11,0.0376712328767123,Active,4.225226969263924,3.911069796750942,2.1726360142161694,0.0,12.525949821138244,11,0.0376712328767123,281,0.9623287671232876,3.2860490984647166,3.1307713614850456,1.6768792648978896,54,3.2860490984647166,3.1307713614850456,1.6768792648978896,52,0.9629629629629628,SufficientBaseline,4.2389640972222535,4.215544728291613,1.8358131713810155,28,4.2389640972222535,4.215544728291613,1.8358131713810155,4.464898233265467,4.076517895703847,2.266770841781496,210,4.464898233265467,4.076517895703847,2.266770841781496,0.9529149987575368,0.2899880586698326,Increase,0.9529149987575368,False,0.9529149987575368,0.2899880586698326,-0.9529149987575368,0.2259341360432136,-0.9529149987575368,0.2259341360432136,,,NotDecreased,SufficientBaseline,Persistent Increase,Baseline sufficient; January inflow increased >= 20%; Post remains at or above January
4_31,31,4,1.7985000141937866,1.573374652355858,1.6677262700127773,0.0,8.201795208325855,292,88,0.3013698630136986,LowActivity,1.7985000141937866,1.573374652355858,1.6677262700127773,0.0,8.201795208325855,88,0.3013698630136986,204,0.6986301369863014,1.3409236310853812,1.3166700455604397,1.2361309745994995,54,1.3409236310853812,1.3166700455604397,1.2361309745994995,35,0.6481481481481481,SufficientBaseline,1.812060545475274,1.4278032460974903,1.3410110732622886,28,1.812060545475274,1.4278032460974903,1.3410110732622886,1.9143544418698453,1.70986572431999,1.7846928954947243,210,1.9143544418698453,1.70986572431999,1.7846928954947243,0.4711369143898929,0.3513525330361592,Increase,0.4711369143898929,False,0.4711369143898929,0.3513525330361592,-0.4711369143898929,0.1022938963945712,-0.4711369143898929,0.1022938963945712,,,NotDecreased,SufficientBaseline,Persistent Increase,Baseline sufficient; January inflow increased >= 20%; Post remains at or above January
4_55,55,4,2.4877555279789005,2.156546645772333,2.0087291831844776,0.0,9.633021876092371,292,66,0.2260273972602739,Active,2.4877555279789005,2.156546645772333,2.0087291831844776,0.0,9.633021876092371,66,0.2260273972602739,226,0.773972602739726,1.5440351956846985,1.672808444627894,1.5191841706269331,54,1.5440351956846985,1.672808444627894,1.5191841706269331,34,0.6296296296296297,SufficientBaseline,1.9059930824718567,1.9685529886234572,1.6724077468030265,28,1.9059930824718567,1.9685529886234572,1.6724077468030265,2.807994796636444,2.7561960424594703,2.071959097174056,210,2.807994796636444,2.7561960424594703,2.071959097174056,0.3619578867871582,0.2344233394412029,Increase,0.3619578867871582,False,0.3619578867871582,0.2344233394412029,-0.3619578867871582,0.9020017141645876,-0.3619578867871582,0.9020017141645876,,,NotDecreased,SufficientBaseline,Persistent Increase,Baseline sufficient; January inflow increased >= 20%; Post remains at or above January
9_31,31,9,2.713200143201421,2.7001466543928547,1.834421323610895,0.0,10.858948697268984,292,47,0.160958904109589,Active,2.718550894080773,2.7001466543928547,1.8354037679348905,0.0,10.858948697268984,47,0.160958904109589,245,0.839041095890411,1.5945146342969625,1.3603970019256253,1.6905066230461767,54,1.6136039453434865,1.3603970019256253,1.700435384489971,34,0.6296296296296297,SufficientBaseline,2.346050648436503,2.2114243899311496,1.754599959313467,28,2.365036236302892,2.2114243899311496,1.774957649885185,3.049815397174079,3.025043009642024,1.7628673959789276,210,3.049815397174079,3.025043009642024,1.7628673959789276,0.7514322909594056,0.4656857050504105,Increase,0.7514322909594056,False,0.7514322909594056,0.4656857050504105,-0.7514322909594056,0.6847791608711873,-0.7514322909594056,0.6847791608711873,,,NotDecreased,SufficientBaseline,Persistent Increase,Baseline sufficient; January inflow increased >= 20%; Post remains at or above January
10_58,58,10,2.8706697029659387,2.741165402417784,1.7843248018405355,0.0,8.105048816976232,292,34,0.1164383561643835,Active,2.8706697029659387,2.741165402417784,1.7843248018405355,0.0,8.105048816976232,34,0.1164383561643835,258,0.8835616438356164,2.142067419946592,2.356390465619222,1.4082931084836292,54,2.142067419946592,2.356390465619222,1.4082931084836292,43,0.7962962962962963,SufficientBaseline,2.7589899779510363,2.7509231248991908,1.8305160821276676,28,2.7589899779510363,2.7509231248991908,1.8305160821276676,3.0729152057443296,2.908452170659229,1.821323850780142,210,3.0729152057443296,2.908452170659229,1.821323850780142,0.6169225580044446,0.2880033337231871,Increase,0.6169225580044446,False,0.6169225580044446,0.2880033337231871,-0.6169225580044446,0.3139252277932933,-0.6169225580044446,0.3139252277932933,,,NotDecreased,SufficientBaseline,Persistent Increase,Baseline sufficient; January inflow increased >= 20%; Post remains at or above January
13_44,44,13,1.5173812856038482,1.3866463402552542,1.4730696869359503,0.0,6.950086507950502,292,107,0.3664383561643836,LowActivity,1.5173812856038482,1.3866463402552542,1.4730696869359503,0.0,6.950086507950502,107,0.3664383561643836,185,0.6335616438356164,1.2369281852487335,1.2618930055733355,1.3442641077914603,54,1.2369281852487335,1.2618930055733355,1.3442641077914603,29,0.5370370370370371,SufficientBaseline,1.5221510646429497,1.1552891235002405,1.957109844837194,28,1.5221510646429497,1.1552891235002405,1.957109844837194,1.5888618265851882,1.5131134231874102,1.429255125875172,210,1.5888618265851882,1.5131134231874102,1.429255125875172,0.2852228793942162,0.2305896840218422,Increase,0.2852228793942162,False,0.2852228793942162,0.2305896840218422,-0.2852228793942162,0.0667107619422384,-0.2852228793942162,0.0667107619422384,,,NotDecreased,SufficientBaseline,Persistent Increase,Baseline sufficient; January inflow increased >= 20%; Post remains at or above January
14_93,93,14,2.005931169367144,1.8051133302164888,1.8269894991718272,0.0,9.632338542857022,292,86,0.2945205479452055,Active,2.005931169367144,1.8051133302164888,1.8269894991718272,0.0,9.632338542857022,86,0.2945205479452055,206,0.7054794520547946,1.5658650076990053,1.27943793635672,1.881987159293243,54,1.5658650076990053,1.27943793635672,1.881987159293243,32,0.5925925925925926,SufficientBaseline,1.9228732053930244,1.4628954051925689,1.9620739607849047,28,1.9228732053930244,1.4628954051925689,1.9620739607849047,2.130165434706929,1.950645176040731,1.7848003399866723,210,2.130165434706929,1.950645176040731,1.7848003399866723,0.3570081976940191,0.2279942370119329,Increase,0.3570081976940191,False,0.3570081976940191,0.2279942370119329,-0.3570081976940191,0.2072922293139045,-0.3570081976940191,0.2072922293139045,,,NotDecreased,SufficientBaseline,Persistent Increase,Baseline sufficient; January inflow increased >= 20%; Post remains at or above January
14_96,96,14,3.808802233528286,3.7134973177146766,1.9071816135590327,0.0,11.56712082366108,292,13,0.0445205479452054,Active,3.808802233528286,3.7134973177146766,1.9071816135590327,0.0,11.56712082366108,13,0.0445205479452054,279,0.9554794520547946,2.9392009330507314,2.7528242727396828,1.6733017716998522,54,2.9392009330507314,2.7528242727396828,1.6733017716998522,52,0.9629629629629628,SufficientBaseline,3.699409892826762,4.102886789858681,2.1111630224547,28,3.699409892826762,4.102886789858681,2.1111630224547,4.046999641935098,3.957315753891783,1.8773966921384813,210,4.046999641935098,3.957315753891783,1.8773966921384813,0.7602089597760306,0.2586447735599263,Increase,0.7602089597760306,False,0.7602089597760306,0.2586447735599263,-0.7602089597760306,0.3475897491083364,-0.7602089597760306,0.3475897491083364,,,NotDecreased,SufficientBaseline,Persistent Increase,Baseline sufficient; January inflow increased >= 20%; Post remains at or above January
