grid_id,x,y,mean_activity,median_activity,std_activity,min_activity,max_activity,valid_days,zero_activity_days,zero_activity_ratio,activity_class,mean_inflow,median_inflow,std_inflow,min_inflow,max_inflow,zero_inflow_days,zero_inflow_ratio,inflow_active_days,inflow_active_ratio,pre_activity_mean,pre_activity_median,pre_activity_std,pre_days,pre_mean_inflow,pre_median_inflow,pre_std_inflow,pre_active_days,pre_active_ratio,baseline_class,january_activity_mean,january_activity_median,january_activity_std,january_days,january_mean_inflow,january_median_inflow,january_std_inflow,post_activity_mean,post_activity_median,post_activity_std,post_days,post_mean_inflow,post_median_inflow,post_std_inflow,impact_change,impact_ratio,impact_class,impact_magnitude,affected_by_earthquake,inflow_change,inflow_impact_ratio,activity_loss,activity_recovered,inflow_loss,inflow_recovered,recovery_ratio,inflow_recovery_ratio,recovery_status,baseline_classification,final_class,classification_reason
4_12,12,4,8.46676227556896,8.41893126599431,3.453685216250883,0.0,18.432596326922766,292,1,0.0034246575342465,Active,8.464630758499238,8.41893126599431,3.4511654875329643,0.0,18.432596326922766,1,0.0034246575342465,291,0.9965753424657534,7.800503279689436,8.410106729899713,2.833517924066129,54,7.800503279689436,8.410106729899713,2.833517924066129,54,1.0,SufficientBaseline,5.222682020248196,4.807919686179849,2.7592898088054683,28,5.222682020248196,4.807919686179849,2.7592898088054683,9.070630051409324,8.782976848731328,3.420114930509841,210,9.06766622767428,8.782976848731328,3.417097570117551,-2.57782125944124,-0.3304685822199759,Decrease,2.57782125944124,True,-2.57782125944124,-0.3304685822199759,2.57782125944124,3.8449842074260823,2.57782125944124,3.8449842074260823,1.4915635416318618,1.4915635416318618,Calculated,SufficientBaseline,Recovered,Baseline sufficient; inflow decreased >= 20%; recovery ratio >= 1
5_20,20,5,4.343947267734516,3.9953716457020394,2.755090056277308,0.0,16.52692294687271,292,18,0.0616438356164383,Active,4.340554145170844,3.9953716457020394,2.7508402762943818,0.0,16.52692294687271,18,0.0616438356164383,274,0.9383561643835616,3.141646038181921,2.799441044876934,2.5268961958958256,54,3.131907472091806,2.799441044876934,2.4912611810610734,47,0.8703703703703703,SufficientBaseline,1.701250022729902,1.4621267630586776,1.4407282492868048,28,1.701250022729902,1.4621267630586776,1.4407282492868048,5.005470073715323,4.616516258819886,2.632950117009553,210,5.003256220288056,4.616516258819886,2.634781465588406,-1.4306574493619042,-0.4568006756618405,Decrease,1.4306574493619042,True,-1.4306574493619042,-0.4568006756618405,1.4306574493619042,3.302006197558154,1.4306574493619042,3.302006197558154,2.3080341132888944,2.3080341132888944,Calculated,SufficientBaseline,Recovered,Baseline sufficient; inflow decreased >= 20%; recovery ratio >= 1
15_61,61,15,1.6115838640652376,1.428477024567398,1.6622406930886306,0.0,7.41209386542037,292,115,0.3938356164383562,LowActivity,1.6115838640652376,1.428477024567398,1.6622406930886306,0.0,7.41209386542037,115,0.3938356164383562,177,0.6061643835616438,1.7114906019531777,1.8305197063005771,1.4457554997124855,54,1.7114906019531777,1.8305197063005771,1.4457554997124855,38,0.7037037037037037,SufficientBaseline,0.5106966441633081,0.0,1.220185605301246,28,0.5106966441633081,0.0,1.220185605301246,1.7326785226905004,1.6160588955790152,1.7161108880313771,210,1.7326785226905004,1.6160588955790152,1.7161108880313771,-1.2007939577898696,-0.7016070999276924,Decrease,1.2007939577898696,True,-1.2007939577898696,-0.7016070999276924,1.2007939577898696,1.2219818785271923,1.2007939577898696,1.2219818785271923,1.0176449261756115,1.0176449261756115,Calculated,SufficientBaseline,Recovered,Baseline sufficient; inflow decreased >= 20%; recovery ratio >= 1
16_24,24,16,10.832361869442702,11.00450958343189,5.067597260917437,0.0,25.16857320966912,292,2,0.0068493150684931,Active,10.82473059852548,11.00450958343189,5.057014438398958,0.0,25.16857320966912,2,0.0068493150684931,290,0.9931506849315068,10.957893826954816,11.00450958343189,4.850580096807365,54,10.95748696516914,11.00450958343189,4.860912063087574,54,1.0,SufficientBaseline,8.097764712442414,8.41615791451784,4.28827164419469,28,8.097764712442414,8.41615791451784,4.28827164419469,11.164695177492009,11.586697099495805,5.128076154502766,210,11.154188698580564,11.636109520064256,5.111706985140516,-2.8597222527267263,-0.2609834044810642,Decrease,2.8597222527267263,True,-2.8597222527267263,-0.2609834044810642,2.8597222527267263,3.0564239861381512,2.8597222527267263,3.0564239861381512,1.0687835097355596,1.0687835097355596,Calculated,SufficientBaseline,Recovered,Baseline sufficient; inflow decreased >= 20%; recovery ratio >= 1
16_99,99,16,6.4253711148541335,6.225245531974769,2.3762515258805106,0.0,15.20822795349466,292,1,0.0034246575342465,Active,6.4253711148541335,6.225245531974769,2.3762515258805106,0.0,15.20822795349466,1,0.0034246575342465,291,0.9965753424657534,6.504036209116321,6.202316971792939,2.3721620626715976,54,6.504036209116321,6.202316971792939,2.3721620626715976,54,1.0,SufficientBaseline,5.138941933712068,4.906297008328481,1.4883414254288505,28,5.138941933712068,4.906297008328481,1.4883414254288505,6.576666838577085,6.35952279051914,2.4295090561599384,210,6.576666838577085,6.35952279051914,2.4295090561599384,-1.3650942754042532,-0.209884175228127,Decrease,1.3650942754042532,True,-1.3650942754042532,-0.209884175228127,1.3650942754042532,1.437724904865017,1.3650942754042532,1.437724904865017,1.0532055776435332,1.0532055776435332,Calculated,SufficientBaseline,Recovered,Baseline sufficient; inflow decreased >= 20%; recovery ratio >= 1
18_35,35,18,8.45575255303086,8.210317971208738,3.329634120644266,1.4750189001640084,25.06735504058775,292,0,0.0,Active,8.425577313804787,8.210317971208738,3.3244708864029366,1.4750189001640084,24.85758637916024,0,0.0,292,1.0,8.278335638113896,7.620333727451586,3.019174307802117,54,8.233753971533117,7.337034750563644,2.996739073998976,54,1.0,SufficientBaseline,5.359201670927076,5.177414065795585,1.8958329741944424,28,5.359201670927076,5.177414065795585,1.8958329741944424,8.914247496385252,8.838606018799116,3.340110006761592,210,8.883753401820245,8.82665189228564,3.3416401006754635,-2.874552300606041,-0.3491180706327083,Decrease,2.874552300606041,True,-2.874552300606041,-0.3491180706327083,2.874552300606041,3.524551730893169,2.874552300606041,3.524551730893169,1.2261219704195636,1.2261219704195636,Calculated,SufficientBaseline,Recovered,Baseline sufficient; inflow decreased >= 20%; recovery ratio >= 1
18_81,81,18,2.3486850530707994,2.2174704679555424,1.9111580869669025,0.0,9.640205451240332,292,68,0.2328767123287671,Active,2.3486850530707994,2.2174704679555424,1.9111580869669025,0.0,9.640205451240332,68,0.2328767123287671,224,0.7671232876712328,2.371932299719891,2.339116461656195,1.8268986409614736,54,2.371932299719891,2.339116461656195,1.8268986409614736,41,0.7592592592592593,SufficientBaseline,1.1028571785534709,0.0,1.5000420057457846,28,1.1028571785534709,0.0,1.5000420057457846,2.5088175729157243,2.2661252206123343,1.927350737882672,210,2.5088175729157243,2.2661252206123343,1.927350737882672,-1.2690751211664202,-0.5350385090317668,Decrease,1.2690751211664202,True,-1.2690751211664202,-0.5350385090317668,1.2690751211664202,1.4059603943622536,1.2690751211664202,1.4059603943622536,1.1078622304643564,1.1078622304643564,Calculated,SufficientBaseline,Recovered,Baseline sufficient; inflow decreased >= 20%; recovery ratio >= 1
19_61,61,19,7.566140774357589,7.099376726511361,3.291496824897599,1.4221539010035806,25.72454705547395,292,0,0.0,Active,7.560523024265381,7.099376726511361,3.2889921364355352,1.4221539010035806,25.72454705547395,0,0.0,292,1.0,7.171906489205492,7.278722629457935,2.924920388787616,54,7.161185471993382,7.278722629457935,2.915602221069992,54,1.0,SufficientBaseline,5.590968287935548,5.055056835730087,2.1378387616313304,28,5.590968287935548,5.055056835730087,2.1378387616313304,7.930871636348209,7.321468275598503,3.410013067800708,210,7.92581712159835,7.321468275598503,3.4088928995849,-1.5702171840578345,-0.2192677721026474,Decrease,1.5702171840578345,True,-1.5702171840578345,-0.2192677721026474,1.5702171840578345,2.334848833662803,1.5702171840578345,2.334848833662803,1.486959165501532,1.486959165501532,Calculated,SufficientBaseline,Recovered,Baseline sufficient; inflow decreased >= 20%; recovery ratio >= 1
19_71,71,19,10.225116434177988,9.982933087902405,4.166890860092546,0.0,28.89225299930405,292,1,0.0034246575342465,Active,10.223134101719848,9.982933087902405,4.1679029266680905,0.0,28.89225299930405,1,0.0034246575342465,291,0.9965753424657534,7.591528732378039,7.531384438838932,3.088067786589936,54,7.591528732378039,7.531384438838932,3.088067786589936,54,1.0,SufficientBaseline,5.7361099953273,5.1669855337612685,3.0696082978037444,28,5.715437099692433,5.1669855337612685,3.052954839484896,11.500858892201874,11.326161674051423,3.79640898318401,210,11.500858892201874,11.326161674051423,3.79640898318401,-1.8760916326856067,-0.2471296228760926,Decrease,1.8760916326856067,True,-1.8760916326856067,-0.2471296228760926,1.8760916326856067,5.7854217925094416,1.8760916326856067,5.7854217925094416,3.083762909931892,3.083762909931892,Calculated,SufficientBaseline,Recovered,Baseline sufficient; inflow decreased >= 20%; recovery ratio >= 1
19_78,78,19,9.5883679893723,9.921570381316858,6.587055940254553,0.0,29.253151766268218,292,45,0.1541095890410959,Active,9.60122575144897,9.921570381316858,6.6122214303203455,0.0,29.253151766268218,45,0.1541095890410959,247,0.8458904109589042,3.933855096671107,2.2237558170308347,5.194152693540632,54,3.933855096671107,2.2237558170308347,5.194152693540632,32,0.5925925925925926,SufficientBaseline,0.3777957699131932,0.0,0.8597134711622225,28,0.3777957699131932,0.0,0.8597134711622225,12.270461886280485,11.664991454668987,5.159574064747961,210,12.288340298310905,11.664991454668987,5.194924658712328,-3.5560593267579144,-0.9039629674634204,Decrease,3.5560593267579144,True,-3.5560593267579144,-0.9039629674634204,3.5560593267579144,11.910544528397711,3.5560593267579144,11.910544528397711,3.349366091497872,3.349366091497872,Calculated,SufficientBaseline,Recovered,Baseline sufficient; inflow decreased >= 20%; recovery ratio >= 1
20_42,42,20,6.4913871775882175,6.431185100343344,2.871282303899612,0.0,14.24010599267958,292,1,0.0034246575342465,Active,6.502542303863597,6.4789313827052455,2.880688684321175,0.0,14.24010599267958,1,0.0034246575342465,291,0.9965753424657534,5.740311351558382,5.662244582119904,2.526283660969044,54,5.740311351558382,5.662244582119904,2.526283660969044,53,0.9814814814814816,SufficientBaseline,4.203845856700354,4.042957846644944,1.705345541409089,28,4.203845856700354,4.042957846644944,1.705345541409089,6.989526470876176,6.916440465146787,2.8963061231707545,210,7.005037408363848,6.916440465146787,2.90660063217123,-1.536465494858028,-0.2676623968211947,Decrease,1.536465494858028,True,-1.536465494858028,-0.2676623968211947,1.536465494858028,2.801191551663494,1.536465494858028,2.801191551663494,1.8231399019620216,1.8231399019620216,Calculated,SufficientBaseline,Recovered,Baseline sufficient; inflow decreased >= 20%; recovery ratio >= 1
